symbol,signal_time,entry_time,exit_time,bias,score,entry_price,stop_price,target_1,target_2,risk_per_share,shares,atr_14,hit_t1,exit_reason,pnl_dollars,r_multiple,reasons
AAPL,2026-03-06 15:15:00-05:00,2026-03-06 15:30:00-05:00,2026-03-09 10:15:00-04:00,SHORT,65,256.92,258.2,254.36,253.08,1.2812,78,0.8541,True,stop_after_t1,99.93,0.999,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-06 15:30:00-05:00,2026-03-06 15:45:00-05:00,2026-03-09 09:30:00-04:00,SHORT,65,213.73,215.07,211.05,209.72,1.3377,74,0.8918,True,target_2,247.48,2.475,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-03-06 15:30:00-05:00,2026-03-06 15:45:00-05:00,2026-03-09 09:30:00-04:00,SHORT,65,298.44,299.82,295.68,294.3,1.3784,72,0.9189,True,target_2,248.11,2.481,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-03-09 09:30:00-04:00,2026-03-09 09:45:00-04:00,2026-03-09 10:45:00-04:00,SHORT,85,629.94,634.99,619.84,614.79,5.0487,19,3.3658,False,stop,-95.93,-0.959,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-03-09 09:30:00-04:00,2026-03-09 09:45:00-04:00,2026-03-09 10:00:00-04:00,SHORT,85,176.12,177.68,173.02,171.47,1.5502,64,1.0335,False,stop,-99.21,-0.992,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-03-09 09:30:00-04:00,2026-03-09 09:45:00-04:00,2026-03-09 10:15:00-04:00,SHORT,65,254.95,256.62,251.61,249.94,1.6685,59,1.1123,False,stop,-98.44,-0.984,"below 20-bar average, negative short-term momentum, strong relative volume"
AMZN,2026-03-09 09:30:00-04:00,2026-03-09 09:45:00-04:00,2026-03-09 15:15:00-04:00,SHORT,85,209.21,210.95,205.71,203.96,1.7494,57,1.1662,False,stop,-99.71,-0.997,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-03-09 09:30:00-04:00,2026-03-09 09:45:00-04:00,2026-03-09 10:15:00-04:00,SHORT,65,295.64,297.39,292.13,290.38,1.7513,57,1.1675,False,stop,-99.82,-0.998,"below 20-bar average, negative short-term momentum, strong relative volume"
META,2026-03-09 10:00:00-04:00,2026-03-09 10:15:00-04:00,2026-03-09 10:30:00-04:00,SHORT,65,628.89,634.44,617.79,612.24,5.5512,18,3.7008,False,stop,-99.92,-0.999,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-03-10 14:00:00-04:00,2026-03-10 14:15:00-04:00,2026-03-11 10:00:00-04:00,SHORT,65,342.89,345.65,337.37,334.6,2.7624,36,1.8416,False,stop,-99.45,-0.994,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-10 14:30:00-04:00,2026-03-10 14:45:00-04:00,2026-03-11 10:00:00-04:00,SHORT,65,342.44,345.06,337.21,334.59,2.6167,38,1.7445,False,stop,-99.43,-0.994,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-10 15:15:00-04:00,2026-03-10 15:30:00-04:00,2026-03-11 09:30:00-04:00,SHORT,65,653.02,656.52,646.02,642.52,3.5014,28,2.3342,False,stop,-98.04,-0.98,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-10 15:15:00-04:00,2026-03-10 15:30:00-04:00,2026-03-11 09:30:00-04:00,SHORT,65,260.47,261.74,257.92,256.65,1.2743,78,0.8495,False,stop,-99.39,-0.994,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-03-10 15:30:00-04:00,2026-03-10 15:45:00-04:00,2026-03-11 09:30:00-04:00,SHORT,65,183.8,184.93,181.54,180.41,1.1284,88,0.7523,False,stop,-99.3,-0.993,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-03-10 15:30:00-04:00,2026-03-10 15:45:00-04:00,2026-03-11 09:45:00-04:00,SHORT,65,306.93,308.29,304.21,302.85,1.3615,73,0.9077,False,stop,-99.39,-0.994,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-03-10 15:45:00-04:00,2026-03-11 09:30:00-04:00,2026-03-12 09:45:00-04:00,SHORT,65,656.33,659.78,649.42,645.97,3.4529,28,2.3019,True,target_2,241.7,2.417,"below 20-bar average, strong relative volume, near recent intraday low"
AAPL,2026-03-10 15:45:00-04:00,2026-03-11 09:30:00-04:00,2026-03-12 09:30:00-04:00,SHORT,65,261.21,262.5,258.62,257.33,1.2935,77,0.8624,True,target_2,249.65,2.497,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-03-10 15:45:00-04:00,2026-03-11 09:30:00-04:00,2026-03-11 11:00:00-04:00,SHORT,65,215.88,217.11,213.44,212.22,1.222,81,0.8147,True,target_2,248.07,2.481,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-03-11 09:30:00-04:00,2026-03-11 09:45:00-04:00,2026-03-11 09:45:00-04:00,SHORT,65,306.74,308.24,303.73,302.23,1.5043,66,1.0029,False,stop,-99.28,-0.993,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-03-11 10:15:00-04:00,2026-03-11 10:30:00-04:00,2026-03-12 12:00:00-04:00,SHORT,65,652.82,657.53,643.4,638.69,4.7093,21,3.1395,True,target_2,249.59,2.496,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-11 10:15:00-04:00,2026-03-11 10:30:00-04:00,2026-03-12 10:15:00-04:00,SHORT,65,260.0,261.61,256.78,255.17,1.6096,62,1.073,True,target_2,249.48,2.495,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-11 10:15:00-04:00,2026-03-11 10:30:00-04:00,2026-03-13 09:30:00-04:00,SHORT,65,213.64,215.54,209.84,207.94,1.8996,52,1.2664,True,target_2,246.95,2.469,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-11 10:30:00-04:00,2026-03-11 10:45:00-04:00,2026-03-13 10:45:00-04:00,SHORT,65,341.79,345.29,334.8,331.3,3.4971,28,2.3314,True,target_2,244.8,2.448,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-11 11:00:00-04:00,2026-03-11 11:15:00-04:00,2026-03-13 12:45:00-04:00,SHORT,65,212.62,214.58,208.7,206.75,1.958,51,1.3053,True,target_2,250.63,2.506,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-11 11:15:00-04:00,2026-03-11 11:30:00-04:00,2026-03-13 10:45:00-04:00,SHORT,65,341.39,344.81,334.55,331.13,3.4197,29,2.2798,True,target_2,249.64,2.496,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-11 12:00:00-04:00,2026-03-11 12:15:00-04:00,2026-03-12 13:00:00-04:00,SHORT,65,339.76,343.17,332.94,329.53,3.4095,29,2.273,True,stop_after_t1,95.47,0.955,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-11 13:30:00-04:00,2026-03-11 13:45:00-04:00,2026-03-12 09:30:00-04:00,SHORT,65,260.2,261.32,257.96,256.84,1.1215,89,0.7477,True,target_2,250.1,2.501,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-11 13:30:00-04:00,2026-03-11 13:45:00-04:00,2026-03-12 13:00:00-04:00,SHORT,65,339.69,342.61,333.84,330.92,2.9239,34,1.9493,True,stop_after_t1,99.41,0.994,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-11 14:00:00-04:00,2026-03-11 14:15:00-04:00,2026-03-11 15:45:00-04:00,SHORT,65,339.18,341.84,333.86,331.2,2.6614,37,1.7743,False,stop,-98.47,-0.985,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-12 12:00:00-04:00,SHORT,85,649.21,652.61,642.41,639.01,3.3985,29,2.2657,True,target_2,248.09,2.481,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-12 12:00:00-04:00,SHORT,85,183.64,184.64,181.64,180.65,0.9976,100,0.665,False,stop,-99.76,-0.998,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-13 11:30:00-04:00,SHORT,85,256.96,258.25,254.37,253.08,1.2941,77,0.8627,True,target_2,249.75,2.498,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-13 11:45:00-04:00,SHORT,65,211.19,212.51,208.56,207.24,1.3167,75,0.8778,True,target_2,247.54,2.475,"below 20-bar average, negative short-term momentum, strong relative volume"
AVGO,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-12 13:00:00-04:00,SHORT,85,336.27,338.95,330.91,328.23,2.6791,37,1.7861,False,stop,-99.13,-0.991,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-03-12 09:30:00-04:00,2026-03-12 09:45:00-04:00,2026-03-12 11:00:00-04:00,SHORT,85,306.02,307.57,302.9,301.35,1.5559,64,1.0373,True,target_2,248.94,2.489,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-03-12 10:00:00-04:00,2026-03-12 10:15:00-04:00,2026-03-13 12:45:00-04:00,SHORT,65,256.0,257.51,252.98,251.47,1.5116,66,1.0077,True,target_2,249.41,2.494,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-03-12 10:15:00-04:00,2026-03-12 10:30:00-04:00,2026-03-13 09:30:00-04:00,SHORT,65,644.75,648.89,636.48,632.34,4.1365,24,2.7577,True,target_2,248.19,2.482,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-03-12 10:15:00-04:00,2026-03-12 10:30:00-04:00,2026-03-12 11:30:00-04:00,SHORT,65,182.09,183.37,179.52,178.24,1.281,78,0.854,False,stop,-99.91,-0.999,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-12 10:15:00-04:00,2026-03-12 10:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,210.25,211.89,206.98,205.34,1.6355,61,1.0904,True,end_of_data,176.87,1.769,"below 20-bar average, negative short-term momentum, strong relative volume"
GOOGL,2026-03-12 10:15:00-04:00,2026-03-12 10:30:00-04:00,2026-03-12 14:00:00-04:00,SHORT,85,302.85,304.73,299.09,297.21,1.8795,53,1.253,False,stop,-99.61,-0.996,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-03-12 10:30:00-04:00,2026-03-12 10:45:00-04:00,2026-03-12 11:30:00-04:00,SHORT,65,333.41,336.51,327.22,324.12,3.0975,32,2.065,False,stop,-99.12,-0.991,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-12 10:45:00-04:00,2026-03-12 11:00:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,209.68,211.35,206.33,204.66,1.6736,59,1.1157,True,end_of_data,156.17,1.562,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-12 11:00:00-04:00,2026-03-12 11:15:00-04:00,2026-03-13 09:30:00-04:00,SHORT,65,641.46,645.8,632.77,628.43,4.3449,23,2.8966,True,target_2,252.01,2.52,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-12 15:30:00-04:00,2026-03-12 15:45:00-04:00,2026-03-13 09:30:00-04:00,SHORT,65,638.42,641.41,632.45,629.46,2.9851,33,1.9901,True,target_2,247.77,2.478,"below 20-bar average, strong relative volume, near recent intraday low"
AAPL,2026-03-12 15:30:00-04:00,2026-03-12 15:45:00-04:00,2026-03-13 09:45:00-04:00,SHORT,65,255.33,256.27,253.44,252.5,0.9428,106,0.6285,False,stop,-99.93,-0.999,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-12 15:30:00-04:00,2026-03-12 15:45:00-04:00,2026-03-13 09:30:00-04:00,SHORT,65,335.41,337.91,330.4,327.9,2.5033,39,1.6689,False,stop,-97.63,-0.976,"below 20-bar average, negative short-term momentum, strong relative volume"
NVDA,2026-03-13 10:30:00-04:00,2026-03-13 10:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,182.9,184.35,180.01,178.56,1.4468,69,0.9646,True,end_of_data,190.61,1.906,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-13 10:30:00-04:00,2026-03-13 10:45:00-04:00,2026-03-13 15:00:00-04:00,SHORT,65,254.33,255.57,251.85,250.61,1.2385,80,0.8257,True,target_2,247.7,2.477,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-13 10:30:00-04:00,2026-03-13 10:45:00-04:00,2026-03-13 15:30:00-04:00,SHORT,65,331.67,335.01,324.99,321.65,3.3406,29,2.2271,True,target_2,243.87,2.439,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-13 10:45:00-04:00,2026-03-13 11:00:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,619.59,625.02,608.73,603.3,5.4295,18,3.6197,False,end_of_data,107.28,1.073,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-13 10:45:00-04:00,2026-03-13 11:00:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,208.52,209.93,205.7,204.29,1.4094,70,0.9396,False,end_of_data,56.7,0.567,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,618.41,624.2,606.82,601.03,5.7927,17,3.8618,False,end_of_data,81.26,0.813,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,181.89,183.49,178.7,177.1,1.5956,62,1.0637,False,end_of_data,100.75,1.008,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,253.33,254.71,250.58,249.2,1.3762,72,0.9175,True,end_of_data,214.83,2.148,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,208.03,209.53,205.03,203.53,1.4986,66,0.999,False,end_of_data,21.12,0.211,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,326.34,330.38,318.27,314.23,4.0364,24,2.691,False,end_of_data,100.08,1.001,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-03-13 11:15:00-04:00,2026-03-13 11:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,304.21,306.22,300.18,298.17,2.0127,49,1.3418,False,end_of_data,97.51,0.975,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-13 12:30:00-04:00,2026-03-13 12:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,614.83,621.47,601.55,594.92,6.6377,15,4.4252,False,end_of_data,18.0,0.18,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-03-13 12:30:00-04:00,2026-03-13 12:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,251.71,253.27,248.58,247.02,1.5646,63,1.0431,False,end_of_data,100.49,1.005,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-03-13 12:30:00-04:00,2026-03-13 12:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,301.61,303.89,297.06,294.78,2.2773,43,1.5182,False,end_of_data,-26.23,-0.262,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-13 12:45:00-04:00,2026-03-13 13:00:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,323.7,328.14,314.83,310.39,4.4356,22,2.9571,False,end_of_data,33.69,0.337,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-03-13 13:30:00-04:00,2026-03-13 13:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,613.58,618.14,604.47,599.91,4.556,21,3.0373,False,end_of_data,-1.05,-0.01,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-13 13:30:00-04:00,2026-03-13 13:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,323.57,327.25,316.22,312.54,3.6763,27,2.4508,False,end_of_data,37.8,0.378,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-03-13 13:30:00-04:00,2026-03-13 13:45:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,300.85,302.9,296.74,294.69,2.0536,48,1.3691,False,end_of_data,-65.96,-0.66,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-03-13 13:45:00-04:00,2026-03-13 14:00:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,180.51,181.79,177.96,176.69,1.2753,78,0.8502,False,end_of_data,19.5,0.195,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-03-13 15:15:00-04:00,2026-03-13 15:30:00-04:00,2026-03-13 15:45:00-04:00,SHORT,65,322.35,324.9,317.25,314.7,2.5497,39,1.6998,False,end_of_data,7.02,0.07,"below 20-bar average, negative short-term momentum, near recent intraday low"
